"";"municipio";"uf";"x"
"4489";"OTACÍLIO COSTA";"SC";1
"4490";"OURO";"SC";1
"4491";"OURO VERDE";"SC";1
"4492";"PAIAL";"SC";1
"4493";"PAINEL";"SC";1
"4494";"PALHOÇA";"SC";1
"4495";"PALMA SOLA";"SC";1
"4496";"PALMEIRA";"SC";1
"4497";"PALMITOS";"SC";1
"4498";"PAPANDUVA";"SC";1
"4499";"PARAÍSO";"SC";1
"4500";"PASSO DE TORRES";"SC";1
"4501";"PASSOS MAIA";"SC";1
"4502";"PAULO LOPES";"SC";1
"4503";"PEDRAS GRANDES";"SC";1
"4504";"PENHA";"SC";1
"4505";"PERITIBA";"SC";1
"4506";"PESCARIA BRAVA";"SC";1
"4507";"PETROLÂNDIA";"SC";1
"4508";"PINHALZINHO";"SC";1
"4509";"PINHEIRO PRETO";"SC";1
"4510";"PIRATUBA";"SC";1
"4511";"PLANALTO ALEGRE";"SC";1
"4512";"POMERODE";"SC";1
"4513";"PONTE ALTA";"SC";1
"4514";"PONTE ALTA DO NORTE";"SC";1
"4515";"PONTE SERRADA";"SC";1
"4516";"PORTO BELO";"SC";1
"4517";"PORTO UNIÃO";"SC";1
"4518";"POUSO REDONDO";"SC";1
"4519";"PRAIA GRANDE";"SC";1
"4520";"PRESIDENTE CASTELLO BRANCO";"SC";1
"4521";"PRESIDENTE GETÚLIO";"SC";1
"4522";"PRESIDENTE NEREU";"SC";1
"4523";"PRINCESA";"SC";1
"4524";"QUILOMBO";"SC";1
"4525";"RANCHO QUEIMADO";"SC";1
"4526";"RIO DAS ANTAS";"SC";1
"4527";"RIO DO CAMPO";"SC";1
"4528";"RIO DO OESTE";"SC";1
"4529";"RIO DO SUL";"SC";1
"4530";"RIO DOS CEDROS";"SC";1
"4531";"RIO FORTUNA";"SC";1
"4532";"RIO NEGRINHO";"SC";1
"4533";"RIO RUFINO";"SC";1
"4534";"RIQUEZA";"SC";1
"4535";"RODEIO";"SC";1
"4536";"ROMELÂNDIA";"SC";1
"4537";"SALETE";"SC";1
"4538";"SALTINHO";"SC";1
"4539";"SALTO VELOSO";"SC";1
"4540";"SANGÃO";"SC";1
"4541";"SANTA CECÍLIA";"SC";1
"4542";"SANTA HELENA";"SC";1
"4543";"SANTA ROSA DE LIMA";"SC";1
"4544";"SANTA ROSA DO SUL";"SC";1
"4545";"SANTA TEREZINHA";"SC";1
"4546";"SANTA TEREZINHA DO PROGRESSO";"SC";1
"4547";"SANTIAGO DO SUL";"SC";1
"4548";"SANTO AMARO DA IMPERATRIZ";"SC";1
"4549";"SÃO BENTO DO SUL";"SC";1
"4550";"SÃO BERNARDINO";"SC";1
"4551";"SÃO BONIFÁCIO";"SC";1
"4552";"SÃO CARLOS";"SC";1
"4553";"SÃO CRISTOVÃO DO SUL";"SC";1
"4554";"SÃO DOMINGOS";"SC";1
"4555";"SÃO FRANCISCO DO SUL";"SC";1
"4556";"SÃO JOÃO BATISTA";"SC";1
"4557";"SÃO JOÃO DO ITAPERIÚ";"SC";1
"4558";"SÃO JOÃO DO OESTE";"SC";1
"4559";"SÃO JOÃO DO SUL";"SC";1
"4560";"SÃO JOAQUIM";"SC";1
"4561";"SÃO JOSÉ";"SC";1
"4562";"SÃO JOSÉ DO CEDRO";"SC";1
"4563";"SÃO JOSÉ DO CERRITO";"SC";1
"4564";"SÃO LOURENÇO DO OESTE";"SC";1
"4565";"SÃO LUDGERO";"SC";1
"4566";"SÃO MARTINHO";"SC";1
"4567";"SÃO MIGUEL DA BOA VISTA";"SC";1
"4568";"SÃO MIGUEL DO OESTE";"SC";1
"4569";"SÃO PEDRO DE ALCÂNTARA";"SC";1
"4570";"SAUDADES";"SC";1
"4571";"SCHROEDER";"SC";1
"4572";"SEARA";"SC";1
"4573";"SERRA ALTA";"SC";1
"4574";"SIDERÓPOLIS";"SC";1
"4575";"SOMBRIO";"SC";1
"4576";"SUL BRASIL";"SC";1
"4577";"TAIÓ";"SC";1
"4578";"TANGARÁ";"SC";1
"4579";"TIGRINHOS";"SC";1
"4580";"TIJUCAS";"SC";1
"4581";"TIMBÉ DO SUL";"SC";1
"4582";"TIMBÓ";"SC";1
"4583";"TIMBÓ GRANDE";"SC";1
"4584";"TRÊS BARRAS";"SC";1
"4585";"TREVISO";"SC";1
"4586";"TREZE DE MAIO";"SC";1
"4587";"TREZE TÍLIAS";"SC";1
"4588";"TROMBUDO CENTRAL";"SC";1
"4589";"TUBARÃO";"SC";1
"4590";"TUNÁPOLIS";"SC";1
"4591";"TURVO";"SC";1
"4592";"UNIÃO DO OESTE";"SC";1
"4593";"URUBICI";"SC";1
"4594";"URUPEMA";"SC";1
"4595";"URUSSANGA";"SC";1
"4596";"VARGEÃO";"SC";1
"4597";"VARGEM";"SC";1
"4598";"VARGEM BONITA";"SC";1
"4599";"VIDAL RAMOS";"SC";1
"4600";"VIDEIRA";"SC";1
"4601";"VITOR MEIRELES";"SC";1
"4602";"WITMARSUM";"SC";1
"4603";"XANXERÊ";"SC";1
"4604";"XAVANTINA";"SC";1
"4605";"XAXIM";"SC";1
"4606";"ZORTÉA";"SC";1
"4607";"ACEGUÁ";"RS";1
"4608";"ÁGUA SANTA";"RS";1
"4609";"AGUDO";"RS";1
"4610";"AJURICABA";"RS";1
"4611";"ALECRIM";"RS";1
"4612";"ALEGRETE";"RS";1
"4613";"ALEGRIA";"RS";1
"4614";"ALMIRANTE TAMANDARÉ DO SUL";"RS";1
"4615";"ALPESTRE";"RS";1
"4616";"ALTO ALEGRE";"RS";1
"4617";"ALTO FELIZ";"RS";1
"4618";"ALVORADA";"RS";1
"4619";"AMARAL FERRADOR";"RS";1
"4620";"AMETISTA DO SUL";"RS";1
"4621";"ANDRÉ DA ROCHA";"RS";1
"4622";"ANTA GORDA";"RS";1
"4623";"ANTÔNIO PRADO";"RS";1
"4624";"ARAMBARÉ";"RS";1
"4625";"ARARICÁ";"RS";1
"4626";"ARATIBA";"RS";1
"4627";"ARROIO DO MEIO";"RS";1
"4628";"ARROIO DO PADRE";"RS";1
"4629";"ARROIO DO SAL";"RS";1
"4630";"ARROIO DO TIGRE";"RS";1
"4631";"ARROIO DOS RATOS";"RS";1
"4632";"ARROIO GRANDE";"RS";1
"4633";"ARVOREZINHA";"RS";1
"4634";"AUGUSTO PESTANA";"RS";1
"4635";"ÁUREA";"RS";1
"4636";"BAGÉ";"RS";1
"4637";"BALNEÁRIO PINHAL";"RS";1
"4638";"BARÃO";"RS";1
"4639";"BARÃO DE COTEGIPE";"RS";1
"4640";"BARÃO DO TRIUNFO";"RS";1
"4641";"BARRA DO GUARITA";"RS";1
"4642";"BARRA DO QUARAÍ";"RS";1
"4643";"BARRA DO RIBEIRO";"RS";1
"4644";"BARRA DO RIO AZUL";"RS";1
"4645";"BARRA FUNDA";"RS";1
"4646";"BARRACÃO";"RS";1
"4647";"BARROS CASSAL";"RS";1
"4648";"BENJAMIN CONSTANT DO SUL";"RS";1
"4649";"BENTO GONÇALVES";"RS";1
"4650";"BOA VISTA DAS MISSÕES";"RS";1
"4651";"BOA VISTA DO BURICÁ";"RS";1
"4652";"BOA VISTA DO CADEADO";"RS";1
"4653";"BOA VISTA DO INCRA";"RS";1
"4654";"BOA VISTA DO SUL";"RS";1
"4655";"BOM JESUS";"RS";1
"4656";"BOM PRINCÍPIO";"RS";1
"4657";"BOM PROGRESSO";"RS";1
"4658";"BOM RETIRO DO SUL";"RS";1
"4659";"BOQUEIRÃO DO LEÃO";"RS";1
"4660";"BOSSOROCA";"RS";1
"4661";"BOZANO";"RS";1
"4662";"BRAGA";"RS";1
"4663";"BROCHIER";"RS";1
"4664";"BUTIÁ";"RS";1
"4665";"CAÇAPAVA DO SUL";"RS";1
"4666";"CACEQUI";"RS";1
"4667";"CACHOEIRA DO SUL";"RS";1
"4668";"CACHOEIRINHA";"RS";1
"4669";"CACIQUE DOBLE";"RS";1
"4670";"CAIBATÉ";"RS";1
"4671";"CAIÇARA";"RS";1
"4672";"CAMAQUÃ";"RS";1
"4673";"CAMARGO";"RS";1
"4674";"CAMBARÁ DO SUL";"RS";1
"4675";"CAMPESTRE DA SERRA";"RS";1
"4676";"CAMPINA DAS MISSÕES";"RS";1
"4677";"CAMPINAS DO SUL";"RS";1
"4678";"CAMPO BOM";"RS";1
"4679";"CAMPO NOVO";"RS";1
"4680";"CAMPOS BORGES";"RS";1
"4681";"CANDELÁRIA";"RS";1
"4682";"CÂNDIDO GODÓI";"RS";1
"4683";"CANDIOTA";"RS";1
"4684";"CANELA";"RS";1
"4685";"CANGUÇU";"RS";1
"4686";"CANOAS";"RS";1
"4687";"CANUDOS DO VALE";"RS";1
"4688";"CAPÃO BONITO DO SUL";"RS";1
"4689";"CAPÃO DA CANOA";"RS";1
"4690";"CAPÃO DO CIPÓ";"RS";1
"4691";"CAPÃO DO LEÃO";"RS";1
"4692";"CAPELA DE SANTANA";"RS";1
"4693";"CAPITÃO";"RS";1
"4694";"CAPIVARI DO SUL";"RS";1
"4695";"CARAÁ";"RS";1
"4696";"CARAZINHO";"RS";1
"4697";"CARLOS BARBOSA";"RS";1
"4698";"CARLOS GOMES";"RS";1
"4699";"CASCA";"RS";1
"4700";"CASEIROS";"RS";1
"4701";"CATUÍPE";"RS";1
"4702";"CAXIAS DO SUL";"RS";1
"4703";"CENTENÁRIO";"RS";1
"4704";"CERRITO";"RS";1
"4705";"CERRO BRANCO";"RS";1
"4706";"CERRO GRANDE";"RS";1
"4707";"CERRO GRANDE DO SUL";"RS";1
"4708";"CERRO LARGO";"RS";1
"4709";"CHAPADA";"RS";1
"4710";"CHARQUEADAS";"RS";1
"4711";"CHARRUA";"RS";1
"4712";"CHIAPETTA";"RS";1
"4713";"CHUÍ";"RS";1
"4714";"CHUVISCA";"RS";1
"4715";"CIDREIRA";"RS";1
"4716";"CIRÍACO";"RS";1
"4717";"COLINAS";"RS";1
"4718";"COLORADO";"RS";1
"4719";"CONDOR";"RS";1
"4720";"CONSTANTINA";"RS";1
"4721";"COQUEIRO BAIXO";"RS";1
"4722";"COQUEIROS DO SUL";"RS";1
"4723";"CORONEL BARROS";"RS";1
"4724";"CORONEL BICACO";"RS";1
"4725";"CORONEL PILAR";"RS";1
"4726";"COTIPORÃ";"RS";1
"4727";"COXILHA";"RS";1
"4728";"CRISSIUMAL";"RS";1
"4729";"CRISTAL";"RS";1
"4730";"CRISTAL DO SUL";"RS";1
"4731";"CRUZ ALTA";"RS";1
"4732";"CRUZALTENSE";"RS";1
"4733";"CRUZEIRO DO SUL";"RS";1
"4734";"DAVID CANABARRO";"RS";1
"4735";"DERRUBADAS";"RS";1
"4736";"DEZESSEIS DE NOVEMBRO";"RS";1
"4737";"DILERMANDO DE AGUIAR";"RS";1
"4738";"DOIS IRMÃOS";"RS";1
"4739";"DOIS IRMÃOS DAS MISSÕES";"RS";1
"4740";"DOIS LAJEADOS";"RS";1
"4741";"DOM FELICIANO";"RS";1
"4742";"DOM PEDRITO";"RS";1
"4743";"DOM PEDRO DE ALCÂNTARA";"RS";1
"4744";"DONA FRANCISCA";"RS";1
"4745";"DOUTOR MAURÍCIO CARDOSO";"RS";1
"4746";"DOUTOR RICARDO";"RS";1
"4747";"ELDORADO DO SUL";"RS";1
"4748";"ENCANTADO";"RS";1
"4749";"ENCRUZILHADA DO SUL";"RS";1
"4750";"ENGENHO VELHO";"RS";1
"4751";"ENTRE RIOS DO SUL";"RS";1
"4752";"ENTRE-IJUÍS";"RS";1
"4753";"EREBANGO";"RS";1
"4754";"ERECHIM";"RS";1
"4755";"ERNESTINA";"RS";1
"4756";"ERVAL GRANDE";"RS";1
"4757";"ERVAL SECO";"RS";1
"4758";"ESMERALDA";"RS";1
"4759";"ESPERANÇA DO SUL";"RS";1
"4760";"ESPUMOSO";"RS";1
"4761";"ESTAÇÃO";"RS";1
"4762";"ESTÂNCIA VELHA";"RS";1
"4763";"ESTEIO";"RS";1
"4764";"ESTRELA";"RS";1
"4765";"ESTRELA VELHA";"RS";1
"4766";"EUGÊNIO DE CASTRO";"RS";1
"4767";"FAGUNDES VARELA";"RS";1
"4768";"FARROUPILHA";"RS";1
"4769";"FAXINAL DO SOTURNO";"RS";1
"4770";"FAXINALZINHO";"RS";1
"4771";"FAZENDA VILANOVA";"RS";1
"4772";"FELIZ";"RS";1
"4773";"FLORES DA CUNHA";"RS";1
"4774";"FLORIANO PEIXOTO";"RS";1
"4775";"FONTOURA XAVIER";"RS";1
"4776";"FORMIGUEIRO";"RS";1
"4777";"FORQUETINHA";"RS";1
"4778";"FORTALEZA DOS VALOS";"RS";1
"4779";"FREDERICO WESTPHALEN";"RS";1
"4780";"GARIBALDI";"RS";1
"4781";"GARRUCHOS";"RS";1
"4782";"GAURAMA";"RS";1
"4783";"GENERAL CÂMARA";"RS";1
"4784";"GENTIL";"RS";1
"4785";"GETÚLIO VARGAS";"RS";1
"4786";"GIRUÁ";"RS";1
"4787";"GLORINHA";"RS";1
"4788";"GRAMADO";"RS";1
"4789";"GRAMADO DOS LOUREIROS";"RS";1
"4790";"GRAMADO XAVIER";"RS";1
"4791";"GRAVATAÍ";"RS";1
"4792";"GUABIJU";"RS";1
"4793";"GUAÍBA";"RS";1
"4794";"GUAPORÉ";"RS";1
"4795";"GUARANI DAS MISSÕES";"RS";1
"4796";"HARMONIA";"RS";1
"4797";"HERVAL";"RS";1
"4798";"HERVEIRAS";"RS";1
"4799";"HORIZONTINA";"RS";1
"4800";"HULHA NEGRA";"RS";1
"4801";"HUMAITÁ";"RS";1
"4802";"IBARAMA";"RS";1
"4803";"IBIAÇÁ";"RS";1
"4804";"IBIRAIARAS";"RS";1
"4805";"IBIRAPUITÃ";"RS";1
"4806";"IBIRUBÁ";"RS";1
"4807";"IGREJINHA";"RS";1
"4808";"IJUÍ";"RS";1
"4809";"ILÓPOLIS";"RS";1
"4810";"IMBÉ";"RS";1
"4811";"IMIGRANTE";"RS";1
"4812";"INDEPENDÊNCIA";"RS";1
"4813";"INHACORÁ";"RS";1
"4814";"IPÊ";"RS";1
"4815";"IPIRANGA DO SUL";"RS";1
"4816";"IRAÍ";"RS";1
"4817";"ITAARA";"RS";1
"4818";"ITACURUBI";"RS";1
"4819";"ITAPUCA";"RS";1
"4820";"ITAQUI";"RS";1
"4821";"ITATI";"RS";1
"4822";"ITATIBA DO SUL";"RS";1
"4823";"IVORÁ";"RS";1
"4824";"IVOTI";"RS";1
"4825";"JABOTICABA";"RS";1
"4826";"JACUIZINHO";"RS";1
"4827";"JACUTINGA";"RS";1
"4828";"JAGUARÃO";"RS";1
"4829";"JAGUARI";"RS";1
"4830";"JAQUIRANA";"RS";1
"4831";"JARI";"RS";1
"4832";"JÓIA";"RS";1
"4833";"JÚLIO DE CASTILHOS";"RS";1
"4834";"LAGOA BONITA DO SUL";"RS";1
"4835";"LAGOA DOS TRÊS CANTOS";"RS";1
"4836";"LAGOA VERMELHA";"RS";1
"4837";"LAGOÃO";"RS";1
"4838";"LAJEADO";"RS";1
"4839";"LAJEADO DO BUGRE";"RS";1
"4840";"LAVRAS DO SUL";"RS";1
"4841";"LIBERATO SALZANO";"RS";1
"4842";"LINDOLFO COLLOR";"RS";1
"4843";"LINHA NOVA";"RS";1
"4844";"MAÇAMBARÁ";"RS";1
"4845";"MACHADINHO";"RS";1
"4846";"MAMPITUBA";"RS";1
"4847";"MANOEL VIANA";"RS";1
"4848";"MAQUINÉ";"RS";1
"4849";"MARATÁ";"RS";1
"4850";"MARAU";"RS";1
"4851";"MARCELINO RAMOS";"RS";1
"4852";"MARIANA PIMENTEL";"RS";1
"4853";"MARIANO MORO";"RS";1
"4854";"MARQUES DE SOUZA";"RS";1
"4855";"MATA";"RS";1
"4856";"MATO CASTELHANO";"RS";1
"4857";"MATO LEITÃO";"RS";1
"4858";"MATO QUEIMADO";"RS";1
"4859";"MAXIMILIANO DE ALMEIDA";"RS";1
"4860";"MINAS DO LEÃO";"RS";1
"4861";"MIRAGUAÍ";"RS";1
"4862";"MONTAURI";"RS";1
"4863";"MONTE ALEGRE DOS CAMPOS";"RS";1
"4864";"MONTE BELO DO SUL";"RS";1
"4865";"MONTENEGRO";"RS";1
"4866";"MORMAÇO";"RS";1
"4867";"MORRINHOS DO SUL";"RS";1
"4868";"MORRO REDONDO";"RS";1
"4869";"MORRO REUTER";"RS";1
"4870";"MOSTARDAS";"RS";1
"4871";"MUÇUM";"RS";1
"4872";"MUITOS CAPÕES";"RS";1
"4873";"MULITERNO";"RS";1
"4874";"NÃO-ME-TOQUE";"RS";1
"4875";"NICOLAU VERGUEIRO";"RS";1
"4876";"NONOAI";"RS";1
"4877";"NOVA ALVORADA";"RS";1
"4878";"NOVA ARAÇÁ";"RS";1
"4879";"NOVA BASSANO";"RS";1
"4880";"NOVA BOA VISTA";"RS";1
"4881";"NOVA BRÉSCIA";"RS";1
"4882";"NOVA CANDELÁRIA";"RS";1
"4883";"NOVA ESPERANÇA DO SUL";"RS";1
"4884";"NOVA HARTZ";"RS";1
"4885";"NOVA PÁDUA";"RS";1
"4886";"NOVA PALMA";"RS";1
"4887";"NOVA PETRÓPOLIS";"RS";1
"4888";"NOVA PRATA";"RS";1
"4889";"NOVA RAMADA";"RS";1
"4890";"NOVA ROMA DO SUL";"RS";1
"4891";"NOVA SANTA RITA";"RS";1
"4892";"NOVO BARREIRO";"RS";1
"4893";"NOVO CABRAIS";"RS";1
"4894";"NOVO HAMBURGO";"RS";1
"4895";"NOVO MACHADO";"RS";1
"4896";"NOVO TIRADENTES";"RS";1
"4897";"NOVO XINGU";"RS";1
"4898";"OSÓRIO";"RS";1
"4899";"PAIM FILHO";"RS";1
"4900";"PALMARES DO SUL";"RS";1
"4901";"PALMEIRA DAS MISSÕES";"RS";1
"4902";"PALMITINHO";"RS";1
"4903";"PANAMBI";"RS";1
"4904";"PANTANO GRANDE";"RS";1
"4905";"PARAÍ";"RS";1
"4906";"PARAÍSO DO SUL";"RS";1
"4907";"PARECI NOVO";"RS";1
"4908";"PAROBÉ";"RS";1
"4909";"PASSA SETE";"RS";1
"4910";"PASSO DO SOBRADO";"RS";1
"4911";"PASSO FUNDO";"RS";1
"4912";"PAULO BENTO";"RS";1
"4913";"PAVERAMA";"RS";1
"4914";"PEDRAS ALTAS";"RS";1
"4915";"PEDRO OSÓRIO";"RS";1
"4916";"PEJUÇARA";"RS";1
"4917";"PELOTAS";"RS";1
"4918";"PICADA CAFÉ";"RS";1
"4919";"PINHAL";"RS";1
"4920";"PINHAL DA SERRA";"RS";1
"4921";"PINHAL GRANDE";"RS";1
"4922";"PINHEIRINHO DO VALE";"RS";1
"4923";"PINHEIRO MACHADO";"RS";1
"4924";"PINTO BANDEIRA";"RS";1
"4925";"PIRAPÓ";"RS";1
"4926";"PIRATINI";"RS";1
"4927";"PLANALTO";"RS";1
"4928";"POÇO DAS ANTAS";"RS";1
"4929";"PONTÃO";"RS";1
"4930";"PONTE PRETA";"RS";1
"4931";"PORTÃO";"RS";1
"4932";"PORTO ALEGRE";"RS";1
"4933";"PORTO LUCENA";"RS";1
"4934";"PORTO MAUÁ";"RS";1
"4935";"PORTO VERA CRUZ";"RS";1
"4936";"PORTO XAVIER";"RS";1
"4937";"POUSO NOVO";"RS";1
"4938";"PRESIDENTE LUCENA";"RS";1
"4939";"PROGRESSO";"RS";1
"4940";"PROTÁSIO ALVES";"RS";1
"4941";"PUTINGA";"RS";1
"4942";"QUARAÍ";"RS";1
"4943";"QUATRO IRMÃOS";"RS";1
"4944";"QUEVEDOS";"RS";1
"4945";"QUINZE DE NOVEMBRO";"RS";1
"4946";"REDENTORA";"RS";1
"4947";"RELVADO";"RS";1
"4948";"RESTINGA SÊCA";"RS";1
"4949";"RIO DOS ÍNDIOS";"RS";1
"4950";"RIO GRANDE";"RS";1
"4951";"RIO PARDO";"RS";1
"4952";"RIOZINHO";"RS";1
"4953";"ROCA SALES";"RS";1
"4954";"RODEIO BONITO";"RS";1
"4955";"ROLADOR";"RS";1
"4956";"ROLANTE";"RS";1
"4957";"RONDA ALTA";"RS";1
"4958";"RONDINHA";"RS";1
"4959";"ROQUE GONZALES";"RS";1
"4960";"ROSÁRIO DO SUL";"RS";1
"4961";"SAGRADA FAMÍLIA";"RS";1
"4962";"SALDANHA MARINHO";"RS";1
"4963";"SALTO DO JACUÍ";"RS";1
"4964";"SALVADOR DAS MISSÕES";"RS";1
"4965";"SALVADOR DO SUL";"RS";1
"4966";"SANANDUVA";"RS";1
"4967";"SANTA BÁRBARA DO SUL";"RS";1
"4968";"SANTA CECÍLIA DO SUL";"RS";1
"4969";"SANTA CLARA DO SUL";"RS";1
"4970";"SANTA CRUZ DO SUL";"RS";1
"4971";"SANTA MARGARIDA DO SUL";"RS";1
"4972";"SANTA MARIA";"RS";1
"4973";"SANTA MARIA DO HERVAL";"RS";1
"4974";"SANTA ROSA";"RS";1
"4975";"SANTA TEREZA";"RS";1
"4976";"SANTA VITÓRIA DO PALMAR";"RS";1
"4977";"SANTANA DA BOA VISTA";"RS";1
"4978";"SANT'ANA DO LIVRAMENTO";"RS";1
"4979";"SANTIAGO";"RS";1
"4980";"SANTO ÂNGELO";"RS";1
"4981";"SANTO ANTÔNIO DA PATRULHA";"RS";1
"4982";"SANTO ANTÔNIO DAS MISSÕES";"RS";1
"4983";"SANTO ANTÔNIO DO PALMA";"RS";1
"4984";"SANTO ANTÔNIO DO PLANALTO";"RS";1
"4985";"SANTO AUGUSTO";"RS";1
"4986";"SANTO CRISTO";"RS";1
"4987";"SANTO EXPEDITO DO SUL";"RS";1
"4988";"SÃO BORJA";"RS";1
"4989";"SÃO DOMINGOS DO SUL";"RS";1
"4990";"SÃO FRANCISCO DE ASSIS";"RS";1
"4991";"SÃO FRANCISCO DE PAULA";"RS";1
"4992";"SÃO GABRIEL";"RS";1
"4993";"SÃO JERÔNIMO";"RS";1
"4994";"SÃO JOÃO DA URTIGA";"RS";1
"4995";"SÃO JOÃO DO POLÊSINE";"RS";1
"4996";"SÃO JORGE";"RS";1
"4997";"SÃO JOSÉ DAS MISSÕES";"RS";1
"4998";"SÃO JOSÉ DO HERVAL";"RS";1
"4999";"SÃO JOSÉ DO HORTÊNCIO";"RS";1
"5000";"SÃO JOSÉ DO INHACORÁ";"RS";1
"5001";"SÃO JOSÉ DO NORTE";"RS";1
"5002";"SÃO JOSÉ DO OURO";"RS";1
"5003";"SÃO JOSÉ DO SUL";"RS";1
"5004";"SÃO JOSÉ DOS AUSENTES";"RS";1
"5005";"SÃO LEOPOLDO";"RS";1
"5006";"SÃO LOURENÇO DO SUL";"RS";1
"5007";"SÃO LUIZ GONZAGA";"RS";1
"5008";"SÃO MARCOS";"RS";1
"5009";"SÃO MARTINHO";"RS";1
"5010";"SÃO MARTINHO DA SERRA";"RS";1
"5011";"SÃO MIGUEL DAS MISSÕES";"RS";1
"5012";"SÃO NICOLAU";"RS";1
"5013";"SÃO PAULO DAS MISSÕES";"RS";1
"5014";"SÃO PEDRO DA SERRA";"RS";1
"5015";"SÃO PEDRO DAS MISSÕES";"RS";1
"5016";"SÃO PEDRO DO BUTIÁ";"RS";1
"5017";"SÃO PEDRO DO SUL";"RS";1
"5018";"SÃO SEBASTIÃO DO CAÍ";"RS";1
"5019";"SÃO SEPÉ";"RS";1
"5020";"SÃO VALENTIM";"RS";1
"5021";"SÃO VALENTIM DO SUL";"RS";1
"5022";"SÃO VALÉRIO DO SUL";"RS";1
"5023";"SÃO VENDELINO";"RS";1
"5024";"SÃO VICENTE DO SUL";"RS";1
"5025";"SAPIRANGA";"RS";1
"5026";"SAPUCAIA DO SUL";"RS";1
"5027";"SARANDI";"RS";1
"5028";"SEBERI";"RS";1
"5029";"SEDE NOVA";"RS";1
"5030";"SEGREDO";"RS";1
"5031";"SELBACH";"RS";1
"5032";"SENADOR SALGADO FILHO";"RS";1
"5033";"SENTINELA DO SUL";"RS";1
"5034";"SERAFINA CORRÊA";"RS";1
"5035";"SÉRIO";"RS";1
"5036";"SERTÃO";"RS";1
"5037";"SERTÃO SANTANA";"RS";1
"5038";"SETE DE SETEMBRO";"RS";1
"5039";"SEVERIANO DE ALMEIDA";"RS";1
"5040";"SILVEIRA MARTINS";"RS";1
"5041";"SINIMBU";"RS";1
"5042";"SOBRADINHO";"RS";1
"5043";"SOLEDADE";"RS";1
"5044";"TABAÍ";"RS";1
"5045";"TAPEJARA";"RS";1
"5046";"TAPERA";"RS";1
"5047";"TAPES";"RS";1
"5048";"TAQUARA";"RS";1
"5049";"TAQUARI";"RS";1
"5050";"TAQUARUÇU DO SUL";"RS";1
"5051";"TAVARES";"RS";1
"5052";"TENENTE PORTELA";"RS";1
"5053";"TERRA DE AREIA";"RS";1
"5054";"TEUTÔNIA";"RS";1
"5055";"TIO HUGO";"RS";1
"5056";"TIRADENTES DO SUL";"RS";1
"5057";"TOROPI";"RS";1
"5058";"TORRES";"RS";1
"5059";"TRAMANDAÍ";"RS";1
"5060";"TRAVESSEIRO";"RS";1
"5061";"TRÊS ARROIOS";"RS";1
"5062";"TRÊS CACHOEIRAS";"RS";1
"5063";"TRÊS COROAS";"RS";1
"5064";"TRÊS DE MAIO";"RS";1
"5065";"TRÊS FORQUILHAS";"RS";1
"5066";"TRÊS PALMEIRAS";"RS";1
"5067";"TRÊS PASSOS";"RS";1
"5068";"TRINDADE DO SUL";"RS";1
"5069";"TRIUNFO";"RS";1
"5070";"TUCUNDUVA";"RS";1
"5071";"TUNAS";"RS";1
"5072";"TUPANCI DO SUL";"RS";1
"5073";"TUPANCIRETÃ";"RS";1
"5074";"TUPANDI";"RS";1
"5075";"TUPARENDI";"RS";1
"5076";"TURUÇU";"RS";1
"5077";"UBIRETAMA";"RS";1
"5078";"UNIÃO DA SERRA";"RS";1
"5079";"UNISTALDA";"RS";1
"5080";"URUGUAIANA";"RS";1
"5081";"VACARIA";"RS";1
"5082";"VALE DO SOL";"RS";1
"5083";"VALE REAL";"RS";1
"5084";"VALE VERDE";"RS";1
"5085";"VANINI";"RS";1
"5086";"VENÂNCIO AIRES";"RS";1
"5087";"VERA CRUZ";"RS";1
"5088";"VERANÓPOLIS";"RS";1
"5089";"VESPASIANO CORRÊA";"RS";1
"5090";"VIADUTOS";"RS";1
"5091";"VIAMÃO";"RS";1
"5092";"VICENTE DUTRA";"RS";1
"5093";"VICTOR GRAEFF";"RS";1
"5094";"VILA FLORES";"RS";1
"5095";"VILA LÂNGARO";"RS";1
"5096";"VILA MARIA";"RS";1
"5097";"VILA NOVA DO SUL";"RS";1
"5098";"VISTA ALEGRE";"RS";1
"5099";"VISTA ALEGRE DO PRATA";"RS";1
"5100";"VISTA GAÚCHA";"RS";1
"5101";"VITÓRIA DAS MISSÕES";"RS";1
"5102";"WESTFÁLIA";"RS";1
"5103";"XANGRI-LÁ";"RS";1
"5104";"ÁGUA CLARA";"MS";1
"5105";"ALCINÓPOLIS";"MS";1
"5106";"AMAMBAI";"MS";1
"5107";"ANASTÁCIO";"MS";1
"5108";"ANAURILÂNDIA";"MS";1
"5109";"ANGÉLICA";"MS";1
"5110";"ANTÔNIO JOÃO";"MS";1
"5111";"APARECIDA DO TABOADO";"MS";1
"5112";"AQUIDAUANA";"MS";1
"5113";"ARAL MOREIRA";"MS";1
"5114";"BANDEIRANTES";"MS";1
"5115";"BATAGUASSU";"MS";1
"5116";"BATAYPORÃ";"MS";1
"5117";"BELA VISTA";"MS";1
"5118";"BODOQUENA";"MS";1
"5119";"BONITO";"MS";1
"5120";"BRASILÂNDIA";"MS";1
"5121";"CAARAPÓ";"MS";1
"5122";"CAMAPUÃ";"MS";1
"5123";"CAMPO GRANDE";"MS";1
"5124";"CARACOL";"MS";1
"5125";"CASSILÂNDIA";"MS";1
"5126";"CHAPADÃO DO SUL";"MS";1
