"";"municipio";"uf";"x"
"1";"ALTA FLORESTA D'OESTE";"RO";1
"2";"ALTO ALEGRE DOS PARECIS";"RO";1
"3";"ALTO PARAÍSO";"RO";1
"4";"ALVORADA D'OESTE";"RO";1
"5";"ARIQUEMES";"RO";1
"6";"BURITIS";"RO";1
"7";"CABIXI";"RO";1
"8";"CACAULÂNDIA";"RO";1
"9";"CACOAL";"RO";1
"10";"CAMPO NOVO DE RONDÔNIA";"RO";1
"11";"CANDEIAS DO JAMARI";"RO";1
"12";"CASTANHEIRAS";"RO";1
"13";"CEREJEIRAS";"RO";1
"14";"CHUPINGUAIA";"RO";1
"15";"COLORADO DO OESTE";"RO";1
"16";"CORUMBIARA";"RO";1
"17";"COSTA MARQUES";"RO";1
"18";"CUJUBIM";"RO";1
"19";"ESPIGÃO D'OESTE";"RO";1
"20";"GOVERNADOR JORGE TEIXEIRA";"RO";1
"21";"GUAJARÁ-MIRIM";"RO";1
"22";"ITAPUÃ DO OESTE";"RO";1
"23";"JARU";"RO";1
"24";"JI-PARANÁ";"RO";1
"25";"MACHADINHO D'OESTE";"RO";1
"26";"MINISTRO ANDREAZZA";"RO";1
"27";"MIRANTE DA SERRA";"RO";1
"28";"MONTE NEGRO";"RO";1
"29";"NOVA BRASILÂNDIA D'OESTE";"RO";1
"30";"NOVA MAMORÉ";"RO";1
"31";"NOVA UNIÃO";"RO";1
"32";"NOVO HORIZONTE DO OESTE";"RO";1
"33";"OURO PRETO DO OESTE";"RO";1
"34";"PARECIS";"RO";1
"35";"PIMENTA BUENO";"RO";1
"36";"PIMENTEIRAS DO OESTE";"RO";1
"37";"PORTO VELHO";"RO";1
"38";"PRESIDENTE MÉDICI";"RO";1
"39";"PRIMAVERA DE RONDÔNIA";"RO";1
"40";"RIO CRESPO";"RO";1
"41";"ROLIM DE MOURA";"RO";1
"42";"SANTA LUZIA D'OESTE";"RO";1
"43";"SÃO FELIPE D'OESTE";"RO";1
"44";"SÃO FRANCISCO DO GUAPORÉ";"RO";1
"45";"SÃO MIGUEL DO GUAPORÉ";"RO";1
"46";"SERINGUEIRAS";"RO";1
"47";"TEIXEIRÓPOLIS";"RO";1
"48";"THEOBROMA";"RO";1
"49";"URUPÁ";"RO";1
"50";"VALE DO ANARI";"RO";1
"51";"VALE DO PARAÍSO";"RO";1
"52";"VILHENA";"RO";1
"53";"ACRELÂNDIA";"AC";1
"54";"ASSIS BRASIL";"AC";1
"55";"BRASILÉIA";"AC";1
"56";"BUJARI";"AC";1
"57";"CAPIXABA";"AC";1
"58";"CRUZEIRO DO SUL";"AC";1
"59";"EPITACIOLÂNDIA";"AC";1
"60";"FEIJÓ";"AC";1
"61";"JORDÃO";"AC";1
"62";"MÂNCIO LIMA";"AC";1
"63";"MANOEL URBANO";"AC";1
"64";"MARECHAL THAUMATURGO";"AC";1
"65";"PLÁCIDO DE CASTRO";"AC";1
"66";"PORTO ACRE";"AC";1
"67";"PORTO WALTER";"AC";1
"68";"RIO BRANCO";"AC";1
"69";"RODRIGUES ALVES";"AC";1
"70";"SANTA ROSA DO PURUS";"AC";1
"71";"SENA MADUREIRA";"AC";1
"72";"SENADOR GUIOMARD";"AC";1
"73";"TARAUACÁ";"AC";1
"74";"XAPURI";"AC";1
"75";"ALVARÃES";"AM";1
"76";"AMATURÁ";"AM";1
"77";"ANAMÃ";"AM";1
"78";"ANORI";"AM";1
"79";"APUÍ";"AM";1
"80";"ATALAIA DO NORTE";"AM";1
"81";"AUTAZES";"AM";1
"82";"BARCELOS";"AM";1
"83";"BARREIRINHA";"AM";1
"84";"BENJAMIN CONSTANT";"AM";1
"85";"BERURI";"AM";1
"86";"BOA VISTA DO RAMOS";"AM";1
"87";"BOCA DO ACRE";"AM";1
"88";"BORBA";"AM";1
"89";"CAAPIRANGA";"AM";1
"90";"CANUTAMA";"AM";1
"91";"CARAUARI";"AM";1
"92";"CAREIRO";"AM";1
"93";"CAREIRO DA VÁRZEA";"AM";1
"94";"COARI";"AM";1
"95";"CODAJÁS";"AM";1
"96";"EIRUNEPÉ";"AM";1
"97";"ENVIRA";"AM";1
"98";"FONTE BOA";"AM";1
"99";"GUAJARÁ";"AM";1
"100";"HUMAITÁ";"AM";1
"101";"IPIXUNA";"AM";1
"102";"IRANDUBA";"AM";1
"103";"ITACOATIARA";"AM";1
"104";"ITAMARATI";"AM";1
"105";"ITAPIRANGA";"AM";1
"106";"JAPURÁ";"AM";1
"107";"JURUÁ";"AM";1
"108";"JUTAÍ";"AM";1
"109";"LÁBREA";"AM";1
"110";"MANACAPURU";"AM";1
"111";"MANAQUIRI";"AM";1
"112";"MANAUS";"AM";1
"113";"MANICORÉ";"AM";1
"114";"MARAÃ";"AM";1
"115";"MAUÉS";"AM";1
"116";"NHAMUNDÁ";"AM";1
"117";"NOVA OLINDA DO NORTE";"AM";1
"118";"NOVO AIRÃO";"AM";1
"119";"NOVO ARIPUANÃ";"AM";1
"120";"PARINTINS";"AM";1
"121";"PAUINI";"AM";1
"122";"PRESIDENTE FIGUEIREDO";"AM";1
"123";"RIO PRETO DA EVA";"AM";1
"124";"SANTA ISABEL DO RIO NEGRO";"AM";1
"125";"SANTO ANTÔNIO DO IÇÁ";"AM";1
"126";"SÃO GABRIEL DA CACHOEIRA";"AM";1
"127";"SÃO PAULO DE OLIVENÇA";"AM";1
"128";"SÃO SEBASTIÃO DO UATUMÃ";"AM";1
"129";"SILVES";"AM";1
"130";"TABATINGA";"AM";1
"131";"TAPAUÁ";"AM";1
"132";"TEFÉ";"AM";1
"133";"TONANTINS";"AM";1
"134";"UARINI";"AM";1
"135";"URUCARÁ";"AM";1
"136";"URUCURITUBA";"AM";1
"137";"ALTO ALEGRE";"RR";1
"138";"AMAJARI";"RR";1
"139";"BOA VISTA";"RR";1
"140";"BONFIM";"RR";1
"141";"CANTÁ";"RR";1
"142";"CARACARAÍ";"RR";1
"143";"CAROEBE";"RR";1
"144";"IRACEMA";"RR";1
"145";"MUCAJAÍ";"RR";1
"146";"NORMANDIA";"RR";1
"147";"PACARAIMA";"RR";1
"148";"RORAINÓPOLIS";"RR";1
"149";"SÃO JOÃO DA BALIZA";"RR";1
"150";"SÃO LUIZ";"RR";1
"151";"UIRAMUTÃ";"RR";1
"152";"ABAETETUBA";"PA";1
"153";"ABEL FIGUEIREDO";"PA";1
"154";"ACARÁ";"PA";1
"155";"AFUÁ";"PA";1
"156";"ÁGUA AZUL DO NORTE";"PA";1
"157";"ALENQUER";"PA";1
"158";"ALMEIRIM";"PA";1
"159";"ALTAMIRA";"PA";1
"160";"ANAJÁS";"PA";1
"161";"ANANINDEUA";"PA";1
"162";"ANAPU";"PA";1
"163";"AUGUSTO CORRÊA";"PA";1
"164";"AURORA DO PARÁ";"PA";1
"165";"AVEIRO";"PA";1
"166";"BAGRE";"PA";1
"167";"BAIÃO";"PA";1
"168";"BANNACH";"PA";1
"169";"BARCARENA";"PA";1
"170";"BELÉM";"PA";1
"171";"BELTERRA";"PA";1
"172";"BENEVIDES";"PA";1
"173";"BOM JESUS DO TOCANTINS";"PA";1
"174";"BONITO";"PA";1
"175";"BRAGANÇA";"PA";1
"176";"BRASIL NOVO";"PA";1
"177";"BREJO GRANDE DO ARAGUAIA";"PA";1
"178";"BREU BRANCO";"PA";1
"179";"BREVES";"PA";1
"180";"BUJARU";"PA";1
"181";"CACHOEIRA DO ARARI";"PA";1
"182";"CACHOEIRA DO PIRIÁ";"PA";1
"183";"CAMETÁ";"PA";1
"184";"CANAÃ DOS CARAJÁS";"PA";1
"185";"CAPANEMA";"PA";1
"186";"CAPITÃO POÇO";"PA";1
"187";"CASTANHAL";"PA";1
"188";"CHAVES";"PA";1
"189";"COLARES";"PA";1
"190";"CONCEIÇÃO DO ARAGUAIA";"PA";1
"191";"CONCÓRDIA DO PARÁ";"PA";1
"192";"CUMARU DO NORTE";"PA";1
"193";"CURIONÓPOLIS";"PA";1
"194";"CURRALINHO";"PA";1
"195";"CURUÁ";"PA";1
"196";"CURUÇÁ";"PA";1
"197";"DOM ELISEU";"PA";1
"198";"ELDORADO DO CARAJÁS";"PA";1
"199";"FARO";"PA";1
"200";"FLORESTA DO ARAGUAIA";"PA";1
"201";"GARRAFÃO DO NORTE";"PA";1
"202";"GOIANÉSIA DO PARÁ";"PA";1
"203";"GURUPÁ";"PA";1
"204";"IGARAPÉ-AÇU";"PA";1
"205";"IGARAPÉ-MIRI";"PA";1
"206";"INHANGAPI";"PA";1
"207";"IPIXUNA DO PARÁ";"PA";1
"208";"IRITUIA";"PA";1
"209";"ITAITUBA";"PA";1
"210";"ITUPIRANGA";"PA";1
"211";"JACAREACANGA";"PA";1
"212";"JACUNDÁ";"PA";1
"213";"JURUTI";"PA";1
"214";"LIMOEIRO DO AJURU";"PA";1
"215";"MÃE DO RIO";"PA";1
"216";"MAGALHÃES BARATA";"PA";1
"217";"MARABÁ";"PA";1
"218";"MARACANÃ";"PA";1
"219";"MARAPANIM";"PA";1
"220";"MARITUBA";"PA";1
"221";"MEDICILÂNDIA";"PA";1
"222";"MELGAÇO";"PA";1
"223";"MOCAJUBA";"PA";1
"224";"MOJU";"PA";1
"225";"MOJUÍ DOS CAMPOS";"PA";1
"226";"MONTE ALEGRE";"PA";1
"227";"MUANÁ";"PA";1
"228";"NOVA ESPERANÇA DO PIRIÁ";"PA";1
"229";"NOVA IPIXUNA";"PA";1
"230";"NOVA TIMBOTEUA";"PA";1
"231";"NOVO PROGRESSO";"PA";1
"232";"NOVO REPARTIMENTO";"PA";1
"233";"ÓBIDOS";"PA";1
"234";"OEIRAS DO PARÁ";"PA";1
"235";"ORIXIMINÁ";"PA";1
"236";"OURÉM";"PA";1
"237";"OURILÂNDIA DO NORTE";"PA";1
"238";"PACAJÁ";"PA";1
"239";"PALESTINA DO PARÁ";"PA";1
"240";"PARAGOMINAS";"PA";1
"241";"PARAUAPEBAS";"PA";1
"242";"PAU D'ARCO";"PA";1
"243";"PEIXE-BOI";"PA";1
"244";"PIÇARRA";"PA";1
"245";"PLACAS";"PA";1
"246";"PONTA DE PEDRAS";"PA";1
"247";"PORTEL";"PA";1
"248";"PORTO DE MOZ";"PA";1
"249";"PRAINHA";"PA";1
"250";"PRIMAVERA";"PA";1
"251";"QUATIPURU";"PA";1
"252";"REDENÇÃO";"PA";1
"253";"RIO MARIA";"PA";1
"254";"RONDON DO PARÁ";"PA";1
"255";"RURÓPOLIS";"PA";1
"256";"SALINÓPOLIS";"PA";1
"257";"SALVATERRA";"PA";1
"258";"SANTA BÁRBARA DO PARÁ";"PA";1
"259";"SANTA CRUZ DO ARARI";"PA";1
"260";"SANTA IZABEL DO PARÁ";"PA";1
"261";"SANTA LUZIA DO PARÁ";"PA";1
"262";"SANTA MARIA DAS BARREIRAS";"PA";1
"263";"SANTA MARIA DO PARÁ";"PA";1
"264";"SANTANA DO ARAGUAIA";"PA";1
"265";"SANTARÉM";"PA";1
"266";"SANTARÉM NOVO";"PA";1
"267";"SANTO ANTÔNIO DO TAUÁ";"PA";1
"268";"SÃO CAETANO DE ODIVELAS";"PA";1
"269";"SÃO DOMINGOS DO ARAGUAIA";"PA";1
"270";"SÃO DOMINGOS DO CAPIM";"PA";1
"271";"SÃO FÉLIX DO XINGU";"PA";1
"272";"SÃO FRANCISCO DO PARÁ";"PA";1
"273";"SÃO GERALDO DO ARAGUAIA";"PA";1
"274";"SÃO JOÃO DA PONTA";"PA";1
"275";"SÃO JOÃO DE PIRABAS";"PA";1
"276";"SÃO JOÃO DO ARAGUAIA";"PA";1
"277";"SÃO MIGUEL DO GUAMÁ";"PA";1
"278";"SÃO SEBASTIÃO DA BOA VISTA";"PA";1
"279";"SAPUCAIA";"PA";1
"280";"SENADOR JOSÉ PORFÍRIO";"PA";1
"281";"SOURE";"PA";1
"282";"TAILÂNDIA";"PA";1
"283";"TERRA ALTA";"PA";1
"284";"TERRA SANTA";"PA";1
"285";"TOMÉ-AÇU";"PA";1
"286";"TRACUATEUA";"PA";1
"287";"TRAIRÃO";"PA";1
"288";"TUCUMÃ";"PA";1
"289";"TUCURUÍ";"PA";1
"290";"ULIANÓPOLIS";"PA";1
"291";"URUARÁ";"PA";1
"292";"VIGIA";"PA";1
"293";"VISEU";"PA";1
"294";"VITÓRIA DO XINGU";"PA";1
"295";"XINGUARA";"PA";1
"296";"AMAPÁ";"AP";1
"297";"CALÇOENE";"AP";1
"298";"CUTIAS";"AP";1
"299";"FERREIRA GOMES";"AP";1
"300";"ITAUBAL";"AP";1
"301";"LARANJAL DO JARI";"AP";1
"302";"MACAPÁ";"AP";1
"303";"MAZAGÃO";"AP";1
"304";"OIAPOQUE";"AP";1
"305";"PEDRA BRANCA DO AMAPARI";"AP";1
"306";"PORTO GRANDE";"AP";1
"307";"PRACUÚBA";"AP";1
"308";"SANTANA";"AP";1
"309";"SERRA DO NAVIO";"AP";1
"310";"TARTARUGALZINHO";"AP";1
"311";"VITÓRIA DO JARI";"AP";1
"312";"ABREULÂNDIA";"TO";1
"313";"AGUIARNÓPOLIS";"TO";1
"314";"ALIANÇA DO TOCANTINS";"TO";1
"315";"ALMAS";"TO";1
"316";"ALVORADA";"TO";1
"317";"ANANÁS";"TO";1
"318";"ANGICO";"TO";1
"319";"APARECIDA DO RIO NEGRO";"TO";1
"320";"ARAGOMINAS";"TO";1
"321";"ARAGUACEMA";"TO";1
"322";"ARAGUAÇU";"TO";1
"323";"ARAGUAÍNA";"TO";1
"324";"ARAGUANÃ";"TO";1
"325";"ARAGUATINS";"TO";1
"326";"ARAPOEMA";"TO";1
"327";"ARRAIAS";"TO";1
"328";"AUGUSTINÓPOLIS";"TO";1
"329";"AURORA DO TOCANTINS";"TO";1
"330";"AXIXÁ DO TOCANTINS";"TO";1
"331";"BABAÇULÂNDIA";"TO";1
"332";"BANDEIRANTES DO TOCANTINS";"TO";1
"333";"BARRA DO OURO";"TO";1
"334";"BARROLÂNDIA";"TO";1
"335";"BERNARDO SAYÃO";"TO";1
"336";"BOM JESUS DO TOCANTINS";"TO";1
"337";"BRASILÂNDIA DO TOCANTINS";"TO";1
"338";"BREJINHO DE NAZARÉ";"TO";1
"339";"BURITI DO TOCANTINS";"TO";1
"340";"CACHOEIRINHA";"TO";1
"341";"CAMPOS LINDOS";"TO";1
"342";"CARIRI DO TOCANTINS";"TO";1
"343";"CARMOLÂNDIA";"TO";1
"344";"CARRASCO BONITO";"TO";1
"345";"CASEARA";"TO";1
"346";"CENTENÁRIO";"TO";1
"347";"CHAPADA DA NATIVIDADE";"TO";1
"348";"CHAPADA DE AREIA";"TO";1
"349";"COLINAS DO TOCANTINS";"TO";1
"350";"COLMÉIA";"TO";1
"351";"COMBINADO";"TO";1
"352";"CONCEIÇÃO DO TOCANTINS";"TO";1
"353";"COUTO MAGALHÃES";"TO";1
"354";"CRISTALÂNDIA";"TO";1
"355";"CRIXÁS DO TOCANTINS";"TO";1
"356";"DARCINÓPOLIS";"TO";1
"357";"DIANÓPOLIS";"TO";1
"358";"DIVINÓPOLIS DO TOCANTINS";"TO";1
"359";"DOIS IRMÃOS DO TOCANTINS";"TO";1
"360";"DUERÉ";"TO";1
"361";"ESPERANTINA";"TO";1
"362";"FÁTIMA";"TO";1
"363";"FIGUEIRÓPOLIS";"TO";1
"364";"FILADÉLFIA";"TO";1
"365";"FORMOSO DO ARAGUAIA";"TO";1
"366";"FORTALEZA DO TABOCÃO";"TO";1
"367";"GOIANORTE";"TO";1
"368";"GOIATINS";"TO";1
"369";"GUARAÍ";"TO";1
"370";"GURUPI";"TO";1
"371";"IPUEIRAS";"TO";1
"372";"ITACAJÁ";"TO";1
"373";"ITAGUATINS";"TO";1
"374";"ITAPIRATINS";"TO";1
"375";"ITAPORÃ DO TOCANTINS";"TO";1
"376";"JAÚ DO TOCANTINS";"TO";1
"377";"JUARINA";"TO";1
"378";"LAGOA DA CONFUSÃO";"TO";1
"379";"LAGOA DO TOCANTINS";"TO";1
"380";"LAJEADO";"TO";1
"381";"LAVANDEIRA";"TO";1
"382";"LIZARDA";"TO";1
"383";"LUZINÓPOLIS";"TO";1
"384";"MARIANÓPOLIS DO TOCANTINS";"TO";1
"385";"MATEIROS";"TO";1
"386";"MAURILÂNDIA DO TOCANTINS";"TO";1
"387";"MIRACEMA DO TOCANTINS";"TO";1
"388";"MIRANORTE";"TO";1
"389";"MONTE DO CARMO";"TO";1
"390";"MONTE SANTO DO TOCANTINS";"TO";1
"391";"MURICILÂNDIA";"TO";1
"392";"NATIVIDADE";"TO";1
"393";"NAZARÉ";"TO";1
"394";"NOVA OLINDA";"TO";1
"395";"NOVA ROSALÂNDIA";"TO";1
"396";"NOVO ACORDO";"TO";1
"397";"NOVO ALEGRE";"TO";1
"398";"NOVO JARDIM";"TO";1
"399";"OLIVEIRA DE FÁTIMA";"TO";1
"400";"PALMAS";"TO";1
"401";"PALMEIRANTE";"TO";1
"402";"PALMEIRAS DO TOCANTINS";"TO";1
"403";"PALMEIRÓPOLIS";"TO";1
"404";"PARAÍSO DO TOCANTINS";"TO";1
"405";"PARANÃ";"TO";1
"406";"PAU D'ARCO";"TO";1
"407";"PEDRO AFONSO";"TO";1
"408";"PEIXE";"TO";1
"409";"PEQUIZEIRO";"TO";1
"410";"PINDORAMA DO TOCANTINS";"TO";1
"411";"PIRAQUÊ";"TO";1
"412";"PIUM";"TO";1
"413";"PONTE ALTA DO BOM JESUS";"TO";1
"414";"PONTE ALTA DO TOCANTINS";"TO";1
"415";"PORTO ALEGRE DO TOCANTINS";"TO";1
"416";"PORTO NACIONAL";"TO";1
"417";"PRAIA NORTE";"TO";1
"418";"PRESIDENTE KENNEDY";"TO";1
"419";"PUGMIL";"TO";1
"420";"RECURSOLÂNDIA";"TO";1
"421";"RIACHINHO";"TO";1
"422";"RIO DA CONCEIÇÃO";"TO";1
"423";"RIO DOS BOIS";"TO";1
"424";"RIO SONO";"TO";1
"425";"SAMPAIO";"TO";1
"426";"SANDOLÂNDIA";"TO";1
"427";"SANTA FÉ DO ARAGUAIA";"TO";1
"428";"SANTA MARIA DO TOCANTINS";"TO";1
"429";"SANTA RITA DO TOCANTINS";"TO";1
"430";"SANTA ROSA DO TOCANTINS";"TO";1
"431";"SANTA TEREZA DO TOCANTINS";"TO";1
"432";"SANTA TEREZINHA DO TOCANTINS";"TO";1
"433";"SÃO BENTO DO TOCANTINS";"TO";1
"434";"SÃO FÉLIX DO TOCANTINS";"TO";1
"435";"SÃO MIGUEL DO TOCANTINS";"TO";1
"436";"SÃO SALVADOR DO TOCANTINS";"TO";1
"437";"SÃO SEBASTIÃO DO TOCANTINS";"TO";1
"438";"SÃO VALÉRIO";"TO";1
"439";"SILVANÓPOLIS";"TO";1
"440";"SÍTIO NOVO DO TOCANTINS";"TO";1
"441";"SUCUPIRA";"TO";1
"442";"TAGUATINGA";"TO";1
"443";"TAIPAS DO TOCANTINS";"TO";1
"444";"TALISMÃ";"TO";1
"445";"TOCANTÍNIA";"TO";1
"446";"TOCANTINÓPOLIS";"TO";1
"447";"TUPIRAMA";"TO";1
"448";"TUPIRATINS";"TO";1
"449";"WANDERLÂNDIA";"TO";1
"450";"XAMBIOÁ";"TO";1
"451";"AÇAILÂNDIA";"MA";1
"452";"AFONSO CUNHA";"MA";1
"453";"ÁGUA DOCE DO MARANHÃO";"MA";1
"454";"ALCÂNTARA";"MA";1
"455";"ALDEIAS ALTAS";"MA";1
"456";"ALTAMIRA DO MARANHÃO";"MA";1
"457";"ALTO ALEGRE DO MARANHÃO";"MA";1
"458";"ALTO ALEGRE DO PINDARÉ";"MA";1
"459";"ALTO PARNAÍBA";"MA";1
"460";"AMAPÁ DO MARANHÃO";"MA";1
"461";"AMARANTE DO MARANHÃO";"MA";1
"462";"ANAJATUBA";"MA";1
"463";"ANAPURUS";"MA";1
"464";"APICUM-AÇU";"MA";1
"465";"ARAGUANÃ";"MA";1
"466";"ARAIOSES";"MA";1
"467";"ARAME";"MA";1
"468";"ARARI";"MA";1
"469";"AXIXÁ";"MA";1
"470";"BACABAL";"MA";1
"471";"BACABEIRA";"MA";1
"472";"BACURI";"MA";1
"473";"BACURITUBA";"MA";1
"474";"BALSAS";"MA";1
"475";"BARÃO DE GRAJAÚ";"MA";1
"476";"BARRA DO CORDA";"MA";1
"477";"BARREIRINHAS";"MA";1
"478";"BELA VISTA DO MARANHÃO";"MA";1
"479";"BELÁGUA";"MA";1
"480";"BENEDITO LEITE";"MA";1
"481";"BEQUIMÃO";"MA";1
"482";"BERNARDO DO MEARIM";"MA";1
"483";"BOA VISTA DO GURUPI";"MA";1
"484";"BOM JARDIM";"MA";1
"485";"BOM JESUS DAS SELVAS";"MA";1
"486";"BOM LUGAR";"MA";1
"487";"BREJO";"MA";1
"488";"BREJO DE AREIA";"MA";1
"489";"BURITI";"MA";1
"490";"BURITI BRAVO";"MA";1
"491";"BURITICUPU";"MA";1
"492";"BURITIRANA";"MA";1
"493";"CACHOEIRA GRANDE";"MA";1
"494";"CAJAPIÓ";"MA";1
"495";"CAJARI";"MA";1
"496";"CAMPESTRE DO MARANHÃO";"MA";1
"497";"CÂNDIDO MENDES";"MA";1
"498";"CANTANHEDE";"MA";1
"499";"CAPINZAL DO NORTE";"MA";1
"500";"CAROLINA";"MA";1
"501";"CARUTAPERA";"MA";1
"502";"CAXIAS";"MA";1
"503";"CEDRAL";"MA";1
"504";"CENTRAL DO MARANHÃO";"MA";1
"505";"CENTRO DO GUILHERME";"MA";1
"506";"CENTRO NOVO DO MARANHÃO";"MA";1
"507";"CHAPADINHA";"MA";1
"508";"CIDELÂNDIA";"MA";1
"509";"CODÓ";"MA";1
"510";"COELHO NETO";"MA";1
"511";"COLINAS";"MA";1
"512";"CONCEIÇÃO DO LAGO-AÇU";"MA";1
"513";"COROATÁ";"MA";1
"514";"CURURUPU";"MA";1
"515";"DAVINÓPOLIS";"MA";1
"516";"DOM PEDRO";"MA";1
"517";"DUQUE BACELAR";"MA";1
"518";"ESPERANTINÓPOLIS";"MA";1
"519";"ESTREITO";"MA";1
"520";"FEIRA NOVA DO MARANHÃO";"MA";1
"521";"FERNANDO FALCÃO";"MA";1
"522";"FORMOSA DA SERRA NEGRA";"MA";1
"523";"FORTALEZA DOS NOGUEIRAS";"MA";1
"524";"FORTUNA";"MA";1
"525";"GODOFREDO VIANA";"MA";1
"526";"GONÇALVES DIAS";"MA";1
"527";"GOVERNADOR ARCHER";"MA";1
"528";"GOVERNADOR EDISON LOBÃO";"MA";1
"529";"GOVERNADOR EUGÊNIO BARROS";"MA";1
"530";"GOVERNADOR LUIZ ROCHA";"MA";1
"531";"GOVERNADOR NEWTON BELLO";"MA";1
"532";"GOVERNADOR NUNES FREIRE";"MA";1
"533";"GRAÇA ARANHA";"MA";1
"534";"GRAJAÚ";"MA";1
"535";"GUIMARÃES";"MA";1
"536";"HUMBERTO DE CAMPOS";"MA";1
"537";"ICATU";"MA";1
"538";"IGARAPÉ DO MEIO";"MA";1
"539";"IGARAPÉ GRANDE";"MA";1
"540";"IMPERATRIZ";"MA";1
"541";"ITAIPAVA DO GRAJAÚ";"MA";1
"542";"ITAPECURU MIRIM";"MA";1
"543";"ITINGA DO MARANHÃO";"MA";1
"544";"JATOBÁ";"MA";1
"545";"JENIPAPO DOS VIEIRAS";"MA";1
"546";"JOÃO LISBOA";"MA";1
"547";"JOSELÂNDIA";"MA";1
"548";"JUNCO DO MARANHÃO";"MA";1
"549";"LAGO DA PEDRA";"MA";1
"550";"LAGO DO JUNCO";"MA";1
"551";"LAGO DOS RODRIGUES";"MA";1
"552";"LAGO VERDE";"MA";1
"553";"LAGOA DO MATO";"MA";1
"554";"LAGOA GRANDE DO MARANHÃO";"MA";1
"555";"LAJEADO NOVO";"MA";1
"556";"LIMA CAMPOS";"MA";1
"557";"LORETO";"MA";1
"558";"LUÍS DOMINGUES";"MA";1
"559";"MAGALHÃES DE ALMEIDA";"MA";1
"560";"MARACAÇUMÉ";"MA";1
"561";"MARAJÁ DO SENA";"MA";1
"562";"MARANHÃOZINHO";"MA";1
"563";"MATA ROMA";"MA";1
"564";"MATINHA";"MA";1
"565";"MATÕES";"MA";1
"566";"MATÕES DO NORTE";"MA";1
"567";"MILAGRES DO MARANHÃO";"MA";1
"568";"MIRADOR";"MA";1
"569";"MIRANDA DO NORTE";"MA";1
"570";"MIRINZAL";"MA";1
"571";"MONÇÃO";"MA";1
"572";"MONTES ALTOS";"MA";1
"573";"MORROS";"MA";1
"574";"NINA RODRIGUES";"MA";1
"575";"NOVA COLINAS";"MA";1
"576";"NOVA IORQUE";"MA";1
"577";"NOVA OLINDA DO MARANHÃO";"MA";1
"578";"OLHO D'ÁGUA DAS CUNHÃS";"MA";1
"579";"OLINDA NOVA DO MARANHÃO";"MA";1
"580";"PAÇO DO LUMIAR";"MA";1
"581";"PALMEIRÂNDIA";"MA";1
"582";"PARAIBANO";"MA";1
"583";"PARNARAMA";"MA";1
"584";"PASSAGEM FRANCA";"MA";1
"585";"PASTOS BONS";"MA";1
"586";"PAULINO NEVES";"MA";1
"587";"PAULO RAMOS";"MA";1
"588";"PEDREIRAS";"MA";1
"589";"PEDRO DO ROSÁRIO";"MA";1
"590";"PENALVA";"MA";1
"591";"PERI MIRIM";"MA";1
"592";"PERITORÓ";"MA";1
"593";"PINDARÉ-MIRIM";"MA";1
"594";"PINHEIRO";"MA";1
"595";"PIO XII";"MA";1
"596";"PIRAPEMAS";"MA";1
"597";"POÇÃO DE PEDRAS";"MA";1
"598";"PORTO FRANCO";"MA";1
"599";"PORTO RICO DO MARANHÃO";"MA";1
"600";"PRESIDENTE DUTRA";"MA";1
"601";"PRESIDENTE JUSCELINO";"MA";1
"602";"PRESIDENTE MÉDICI";"MA";1
"603";"PRESIDENTE SARNEY";"MA";1
"604";"PRESIDENTE VARGAS";"MA";1
"605";"PRIMEIRA CRUZ";"MA";1
"606";"RAPOSA";"MA";1
"607";"RIACHÃO";"MA";1
"608";"RIBAMAR FIQUENE";"MA";1
"609";"ROSÁRIO";"MA";1
"610";"SAMBAÍBA";"MA";1
"611";"SANTA FILOMENA DO MARANHÃO";"MA";1
"612";"SANTA HELENA";"MA";1
"613";"SANTA INÊS";"MA";1
"614";"SANTA LUZIA";"MA";1
"615";"SANTA LUZIA DO PARUÁ";"MA";1
"616";"SANTA QUITÉRIA DO MARANHÃO";"MA";1
"617";"SANTA RITA";"MA";1
"618";"SANTANA DO MARANHÃO";"MA";1
"619";"SANTO AMARO DO MARANHÃO";"MA";1
"620";"SANTO ANTÔNIO DOS LOPES";"MA";1
"621";"SÃO BENEDITO DO RIO PRETO";"MA";1
"622";"SÃO BENTO";"MA";1
"623";"SÃO BERNARDO";"MA";1
"624";"SÃO DOMINGOS DO AZEITÃO";"MA";1
"625";"SÃO DOMINGOS DO MARANHÃO";"MA";1
"626";"SÃO FÉLIX DE BALSAS";"MA";1
"627";"SÃO FRANCISCO DO BREJÃO";"MA";1
"628";"SÃO FRANCISCO DO MARANHÃO";"MA";1
"629";"SÃO JOÃO BATISTA";"MA";1
"630";"SÃO JOÃO DO CARÚ";"MA";1
"631";"SÃO JOÃO DO PARAÍSO";"MA";1
"632";"SÃO JOÃO DO SOTER";"MA";1
"633";"SÃO JOÃO DOS PATOS";"MA";1
"634";"SÃO JOSÉ DE RIBAMAR";"MA";1
"635";"SÃO JOSÉ DOS BASÍLIOS";"MA";1
"636";"SÃO LUÍS";"MA";1
"637";"SÃO LUÍS GONZAGA DO MARANHÃO";"MA";1
"638";"SÃO MATEUS DO MARANHÃO";"MA";1
"639";"SÃO PEDRO DA ÁGUA BRANCA";"MA";1
"640";"SÃO PEDRO DOS CRENTES";"MA";1
"641";"SÃO RAIMUNDO DAS MANGABEIRAS";"MA";1
